Participante,Centro,Curso,Temario,Al menos 7h 30',Último tema terminado,Al menos ha visto un 75%,Actividad (#eventos),Numero de videos reproducidos,Numero de respuestas,Tiempo mirando videos,Tiempo siguiendo curso,Hora comienzo curso,Hora ultima actividad
3,C107 - Ayuntamiento de Daganzo de Arriba,RETO107,RETOMadrID - Curso de uso básico de ordenador,false,true,true,600,68,71,04:43:31,07:15:24,2025-03-05 10:04:50.279000+01:00 CET Europe/Madrid,2025-03-27 13:39:02.811000+01:00 CET Europe/Madrid
6,C061 - Casa de la Cultura de Morata de Tajuña,RETO061,RETOMadrID - Curso de uso básico de ordenador,false,false,false,602,36,28,02:58:21,07:08:29,2025-01-30 15:36:19.494000+01:00 CET Europe/Madrid,2025-03-07 16:25:20.890000+01:00 CET Europe/Madrid
25,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,true,true,true,617,68,71,04:16:38,08:04:43,2025-02-10 16:12:09.141000+01:00 CET Europe/Madrid,2025-02-17 20:00:08.338000+01:00 CET Europe/Madrid
10,C104 - CEPA Sierra de Guadarrama,RETO104,RETOMadrID - Curso de uso básico de ordenador,false,false,false,130,10,5,00:08:19,03:45:00,2025-02-07 10:04:22.314000+01:00 CET Europe/Madrid,2025-03-21 10:13:25.829000+01:00 CET Europe/Madrid
1,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,true,true,true,612,68,71,04:41:48,07:53:47,2025-02-10 16:08:34.426000+01:00 CET Europe/Madrid,2025-02-17 17:46:24.599000+01:00 CET Europe/Madrid
24,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,false,false,false,165,27,23,01:48:37,02:25:46,2025-02-10 18:07:24.765000+01:00 CET Europe/Madrid,2025-02-10 20:33:10.840000+01:00 CET Europe/Madrid
2,C043 - Casa de la Cultura de Belmonte del Tajo,RETO043,RETOMadrID - Curso de uso básico de ordenador,false,false,false,196,16,25,00:59:24,01:19:06,2024-10-02 11:01:41.700000+02:00 CEST Europe/Madrid,2024-10-02 12:20:47.377000+02:00 CEST Europe/Madrid
4,C076 - Biblioteca Santa Ana en Villaconejos,RETO076,RETOMadrID - Curso de uso básico de ordenador,true,false,true,852,67,71,05:04:50,09:52:28,2025-01-30 11:10:11.678000+01:00 CET Europe/Madrid,2025-02-18 18:23:31.421000+01:00 CET Europe/Madrid
7,C026 - Bilbioteca Municipal de Navalafuente,RETO026,RETOMadrID - Curso de uso básico de ordenador,true,false,true,676,66,71,06:36:40,08:54:54,2024-09-26 09:58:07.226000+02:00 CEST Europe/Madrid,2024-10-22 17:42:28.333000+02:00 CEST Europe/Madrid
3,C049 - Centro de Lectura Juana Kéiser de Fresnedillas de la Oliva,RETO049,RETOMadrID - Curso de uso básico de ordenador,true,false,true,1311,66,71,10:30:49,15:16:49,2024-09-30 11:05:56.572000+02:00 CEST Europe/Madrid,2025-01-13 20:33:30.866000+01:00 CET Europe/Madrid
9,C003 - Biblioteca Municipal en Sevilla la Nueva,RETO003,RETOMadrID - Curso de uso básico de ordenador,false,false,false,117,12,25,00:43:55,00:50:45,2025-02-27 11:02:32.110000+01:00 CET Europe/Madrid,2025-02-27 11:53:17.299000+01:00 CET Europe/Madrid
1,C007 - Casa de la Cultura de Venturada.,RETO007,RETOMadrID - Curso de uso básico de ordenador,true,false,true,821,59,42,05:16:00,13:14:32,2024-11-07 12:57:09.482000+01:00 CET Europe/Madrid,2025-02-26 17:52:06.627000+01:00 CET Europe/Madrid
1,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,false,true,442,54,37,05:15:12,07:47:18,2025-01-20 11:09:48.702000+01:00 CET Europe/Madrid,2025-03-12 12:02:53.278000+01:00 CET Europe/Madrid
10,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,false,true,560,65,71,04:43:22,07:32:06,2025-01-16 11:51:24.457000+01:00 CET Europe/Madrid,2025-02-04 11:09:35.455000+01:00 CET Europe/Madrid
prueba1,C029 - Casa de la Cultura de Villanueva de Perales,RETO029,RETOMadrID - Curso de uso básico de ordenador,false,false,false,30,0,1,00:06:42,00:18:19,2024-09-16 11:28:14.083000+02:00 CEST Europe/Madrid,2024-09-16 11:46:33.107000+02:00 CEST Europe/Madrid
5,C036 - Sala de lectura de Valdetorres de Jarama,RETO036,RETOMadrID - Curso de uso básico de ordenador,false,false,false,97,14,1,01:13:06,01:22:16,2025-03-24 17:28:32.451000+01:00 CET Europe/Madrid,2025-03-24 18:50:48.176000+01:00 CET Europe/Madrid
12,C061 - Casa de la Cultura de Morata de Tajuña,RETO061,RETOMadrID - Curso de uso básico de ordenador,true,false,false,885,37,30,02:36:37,07:44:28,2025-02-08 17:27:02.783000+01:00 CET Europe/Madrid,2025-03-03 19:31:39.266000+01:00 CET Europe/Madrid
5,C090 - Centro de Mayores RAICES IV de Villalbilla,RETO090,RETOMadrID - Curso de uso básico de ordenador,false,false,false,30,4,3,00:15:43,00:57:02,2025-01-29 17:49:30.354000+01:00 CET Europe/Madrid,2025-01-29 18:46:32.057000+01:00 CET Europe/Madrid
1,C017 - Biblioteca de Valdemanco,RETO017,RETOMadrID - Curso de uso básico de ordenador,true,false,false,1190,50,34,16:49:24,23:11:54,2024-06-20 10:28:20.236000+02:00 CEST Europe/Madrid,2024-10-24 12:51:22.440000+02:00 CEST Europe/Madrid
5,C018 - Biblioteca Municipal de Chapinería,RETO018,RETOMadrID - Curso de uso básico de ordenador,true,false,true,719,61,39,09:06:11,14:19:06,2024-06-17 10:09:52.061000+02:00 CEST Europe/Madrid,2024-07-09 14:08:12.582000+02:00 CEST Europe/Madrid
2,C027 - Biblioteca Municipal de Cadalso de los Vidrios,RETO027,RETOMadrID - Curso de uso básico de ordenador,false,false,true,329,55,51,04:13:13,05:32:49,2024-10-23 17:04:05.048000+02:00 CEST Europe/Madrid,2024-11-07 19:14:29.140000+01:00 CET Europe/Madrid
6,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,true,false,true,550,66,45,05:36:33,08:52:49,2024-07-18 08:59:33.749000+02:00 CEST Europe/Madrid,2024-08-26 09:26:03.371000+02:00 CEST Europe/Madrid
2,C011 - Centro Cultural de Aldea del Fresno,RETO011,RETOMadrID - Curso de uso básico de ordenador,false,false,false,94,8,3,01:02:43,02:35:23,2024-09-18 12:27:45.185000+02:00 CEST Europe/Madrid,2025-02-17 20:01:29.525000+01:00 CET Europe/Madrid
prueba1,C087 - Madrid Rural Lab de Chinchón,RETO087,RETOMadrID - Curso de uso básico de ordenador,false,false,false,28,0,1,00:02:18,00:37:27,2024-11-25 13:13:30.131000+01:00 CET Europe/Madrid,2024-12-10 13:27:57.412000+01:00 CET Europe/Madrid
35,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,false,false,false,267,19,27,02:06:23,03:08:59,2025-02-18 10:05:45.793000+01:00 CET Europe/Madrid,2025-02-25 11:00:00.779000+01:00 CET Europe/Madrid
18,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,false,false,false,88,6,16,00:30:31,01:03:56,2025-02-04 12:43:21.344000+01:00 CET Europe/Madrid,2025-02-04 15:24:16.861000+01:00 CET Europe/Madrid
14,C044 - Edificio Escuelas Centro Actividades de Belvis del Jarama,RETO044,RETOMadrID - Curso de uso básico de ordenador,true,true,true,692,68,71,04:21:11,08:10:50,2025-02-10 16:08:22.617000+01:00 CET Europe/Madrid,2025-02-17 17:35:30.800000+01:00 CET Europe/Madrid
prueba1,C027 - Biblioteca Municipal de Cadalso de los Vidrios,RETO027,RETOMadrID - Curso de uso básico de ordenador,false,false,false,20,1,1,00:05:31,00:24:58,2024-08-14 12:25:05.410000+02:00 CEST Europe/Madrid,2024-08-16 12:36:32.928000+02:00 CEST Europe/Madrid
7,C018 - Biblioteca Municipal de Chapinería,RETO018,RETOMadrID - Curso de uso básico de ordenador,true,false,true,2112,65,71,46:55:00,79:41:28,2024-08-07 10:56:15.885000+02:00 CEST Europe/Madrid,2025-01-28 12:14:19.355000+01:00 CET Europe/Madrid
2,C036 - Sala de lectura de Valdetorres de Jarama,RETO036,RETOMadrID - Curso de uso básico de ordenador,true,false,true,588,61,34,05:46:34,12:10:04,2025-02-24 16:08:32.499000+01:00 CET Europe/Madrid,2025-03-26 17:17:50.133000+01:00 CET Europe/Madrid
8,C030 - Centro Acogida Solicitantes de Asilo del Escorial,RETO030,RETOMadrID - Curso de uso básico de ordenador,false,false,false,233,12,25,01:03:24,02:44:33,2025-01-15 12:22:00.462000+01:00 CET Europe/Madrid,2025-03-20 17:05:03.027000+01:00 CET Europe/Madrid
3,C030 - Centro Acogida Solicitantes de Asilo del Escorial,RETO030,RETOMadrID - Curso de uso básico de ordenador,false,false,false,231,10,25,01:22:49,03:31:09,2024-09-25 05:53:52.994000+02:00 CEST Europe/Madrid,2025-03-13 17:49:46.371000+01:00 CET Europe/Madrid
10,C038 - Biblioteca Municipal María Moliner de Velilla de San Antonio,RETO038,RETOMadrID - Curso de uso básico de ordenador,true,false,true,703,66,71,05:20:52,08:37:46,2024-09-25 13:02:56.908000+02:00 CEST Europe/Madrid,2024-10-18 13:38:41.654000+02:00 CEST Europe/Madrid
11,"C118 - Biblioteca Municipal ""Padre Rojas"" de Colmenar de Oreja",RETO118,RETOMadrID - Curso de uso básico de ordenador,false,false,false,123,10,24,00:29:40,00:45:30,2025-03-26 11:59:48.225000+01:00 CET Europe/Madrid,2025-03-26 12:45:18.309000+01:00 CET Europe/Madrid
31,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,true,true,true,1301,67,71,07:28:41,14:42:08,2025-01-30 18:10:09.463000+01:00 CET Europe/Madrid,2025-03-13 10:01:14.286000+01:00 CET Europe/Madrid
17,C037 - Centro de lectura María Moliner de Estremera,RETO037,RETOMadrID - Curso de uso básico de ordenador,true,false,true,486,66,71,05:53:56,08:27:11,2024-11-04 17:11:11.381000+01:00 CET Europe/Madrid,2025-02-06 18:54:08.660000+01:00 CET Europe/Madrid
4,C001-Centro Cultural de Gascones,RETO001,RETOMadrID - Curso de uso básico de ordenador,false,false,false,161,21,25,01:50:31,02:17:52,2024-11-12 10:23:06.366000+01:00 CET Europe/Madrid,2024-11-12 12:40:58.244000+01:00 CET Europe/Madrid
10,"C110 - Biblioteca Municipal ""Jacinto Benavente"" de Villarejo de Salvanés",RETO110,RETOMadrID - Curso de uso básico de ordenador,true,false,false,346,44,26,05:27:13,08:01:42,2025-03-10 16:32:14.029000+01:00 CET Europe/Madrid,2025-03-25 16:37:41.593000+01:00 CET Europe/Madrid
11,C003 - Biblioteca Municipal en Sevilla la Nueva,RETO003,RETOMadrID - Curso de uso básico de ordenador,false,false,true,467,62,45,05:00:09,07:19:29,2025-02-13 11:53:27.442000+01:00 CET Europe/Madrid,2025-03-07 12:49:37.032000+01:00 CET Europe/Madrid
11,C005 - CAR. Horcajuelo de la Sierra,RETO005,RETOMadrID - Curso de uso básico de ordenador,false,false,false,159,24,24,01:52:06,06:27:36,2024-07-29 13:15:16.723000+02:00 CEST Europe/Madrid,2024-12-17 13:28:58.703000+01:00 CET Europe/Madrid
5,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,345,4,38,00:29:28,06:19:20,2024-06-06 10:10:54.252000+02:00 CEST Europe/Madrid,2024-12-31 14:22:06.584000+01:00 CET Europe/Madrid
prueba2,C007 - Casa de la Cultura de Venturada.,RETO007,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,0,0,00:01:36,00:01:42,2024-10-30 11:43:52.556000+01:00 CET Europe/Madrid,2024-10-30 11:45:34.875000+01:00 CET Europe/Madrid
7,C035 - Centro de Lectura de Carabaña ,RETO035,RETOMadrID - Curso de uso básico de ordenador,true,false,true,695,63,71,06:45:41,13:49:27,2024-11-12 10:30:26.687000+01:00 CET Europe/Madrid,2025-01-08 09:51:43.981000+01:00 CET Europe/Madrid
7,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,false,true,603,65,70,05:15:45,09:43:30,2025-01-15 12:14:30.072000+01:00 CET Europe/Madrid,2025-02-05 13:21:34.732000+01:00 CET Europe/Madrid
6,C026 - Bilbioteca Municipal de Navalafuente,RETO026,RETOMadrID - Curso de uso básico de ordenador,true,false,true,527,57,39,07:52:52,11:43:07,2024-10-01 16:57:07.601000+02:00 CEST Europe/Madrid,2024-12-12 13:56:26.789000+01:00 CET Europe/Madrid
1,C069 - Aula Los Santos de la Humosa CEPA Torres de la Alameda,RETO069,RETOMadrID - Curso de uso básico de ordenador,true,false,true,443,66,71,04:47:56,09:06:54,2024-09-27 12:45:00.289000+02:00 CEST Europe/Madrid,2024-10-24 17:57:51.296000+02:00 CEST Europe/Madrid
8,C100 - Rescofoil de Colmenar de Oreja,RETO100,RETOMadrID - Curso de uso básico de ordenador,true,true,true,656,67,64,09:16:35,15:23:31,2025-01-22 15:09:07.666000+01:00 CET Europe/Madrid,2025-03-12 13:22:17.626000+01:00 CET Europe/Madrid
4,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,true,false,true,791,52,71,03:04:46,09:21:05,2024-07-18 13:26:04.012000+02:00 CEST Europe/Madrid,2024-10-10 16:40:21.745000+02:00 CEST Europe/Madrid
6,C028 - Centro de Formación Juvenil (FOJU) de Titulcia,RETO028,RETOMadrID - Curso de uso básico de ordenador,true,false,true,780,66,71,05:43:09,09:51:30,2024-11-18 10:12:20.030000+01:00 CET Europe/Madrid,2024-11-28 13:27:05.068000+01:00 CET Europe/Madrid
6,C059 - Centro de mayores de Robledo de Chavela,RETO059,RETOMadrID - Curso de uso básico de ordenador,false,false,false,95,5,19,00:33:16,00:41:31,2024-10-29 11:49:29.522000+01:00 CET Europe/Madrid,2024-10-29 12:31:00.565000+01:00 CET Europe/Madrid
1,C047 - Biblioteca Municipal de Alpedrete,RETO047,RETOMadrID - Curso de uso básico de ordenador,false,false,false,120,13,25,00:48:14,00:59:17,2024-08-27 09:44:20.899000+02:00 CEST Europe/Madrid,2024-08-27 10:43:37.844000+02:00 CEST Europe/Madrid
2,"C008 - Coworking Puerta de la Sierra. Cotos de Monterrey, Venturada",RETO008,RETOMadrID - Curso de uso básico de ordenador,true,false,false,1300,48,53,06:49:10,15:26:00,2024-07-18 14:05:26.861000+02:00 CEST Europe/Madrid,2024-12-09 12:30:55.815000+01:00 CET Europe/Madrid
9,C028 - Centro de Formación Juvenil (FOJU) de Titulcia,RETO028,RETOMadrID - Curso de uso básico de ordenador,false,false,false,79,2,18,00:14:55,00:48:36,2024-12-09 11:12:51.440000+01:00 CET Europe/Madrid,2024-12-09 12:01:27.948000+01:00 CET Europe/Madrid
prueba1,C058 - CEPA San Martín de la Vega,RETO058,RETOMadrID - Curso de uso básico de ordenador,false,false,false,199,12,9,01:06:45,03:08:43,2024-09-24 15:01:38.328000+02:00 CEST Europe/Madrid,2024-12-16 14:20:17.771000+01:00 CET Europe/Madrid
11,C050 - Biblioteca Municipal Pedro Antonio Alarcón de San Lorenzo de El Escorial,RETO050,RETOMadrID - Curso de uso básico de ordenador,true,false,true,602,63,71,06:14:40,07:57:11,2025-01-17 10:08:00.625000+01:00 CET Europe/Madrid,2025-01-23 11:46:46.000000+01:00 CET Europe/Madrid
prueba1,C059 - Centro de mayores de Robledo de Chavela,RETO059,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,0,0,00:00:21,00:00:38,2024-10-09 13:02:24.359000+02:00 CEST Europe/Madrid,2024-10-09 13:03:02.494000+02:00 CEST Europe/Madrid
6,C005 - CAR. Horcajuelo de la Sierra,RETO005,RETOMadrID - Curso de uso básico de ordenador,true,false,true,513,66,70,06:01:14,14:52:58,2024-07-24 11:10:46.839000+02:00 CEST Europe/Madrid,2024-09-17 21:21:14.535000+02:00 CEST Europe/Madrid
prueba1,C082 - Centro de Mayores de Collado Mediano,RETO082,RETOMadrID - Curso de uso básico de ordenador,false,false,false,42,0,0,,00:23:44,2025-02-21 12:00:33.842000+01:00 CET Europe/Madrid,2025-03-20 16:36:56.103000+01:00 CET Europe/Madrid
7,C002 - Centro Cultural Pedro de Lorenzo en Soto del Real,RETO002,RETOMadrID - Curso de uso básico de ordenador,true,false,true,386,53,37,05:34:45,07:58:38,2025-01-20 09:18:27.663000+01:00 CET Europe/Madrid,2025-01-24 10:12:40.570000+01:00 CET Europe/Madrid
prueba1,C081 - Centro Cultural Torremocha del Jarama,RETO081,RETOMadrID - Curso de uso básico de ordenador,false,false,false,29,0,1,00:00:48,00:22:12,2024-11-21 07:53:39.113000+01:00 CET Europe/Madrid,2024-11-26 07:57:12.026000+01:00 CET Europe/Madrid
4,C027 - Biblioteca Municipal de Cadalso de los Vidrios,RETO027,RETOMadrID - Curso de uso básico de ordenador,false,false,false,193,29,28,02:19:05,03:30:05,2024-10-28 19:24:29.098000+01:00 CET Europe/Madrid,2024-11-20 19:10:23.397000+01:00 CET Europe/Madrid
7,C016 - Biblioteca Pública Municipal de Rascafría,RETO016,RETOMadrID - Curso de uso básico de ordenador,true,false,true,528,66,71,04:49:06,08:45:31,2024-10-09 11:19:34.439000+02:00 CEST Europe/Madrid,2024-12-03 11:43:27.197000+01:00 CET Europe/Madrid
7,C072 - Residencia Juan Pablo II de San Martín de Valdeiglesias,RETO072,RETOMadrID - Curso de uso básico de ordenador,false,false,false,62,1,18,00:04:06,00:11:31,2024-11-06 12:31:27.915000+01:00 CET Europe/Madrid,2024-11-06 12:42:58.860000+01:00 CET Europe/Madrid
11,C095 - Centro de mayores Casablanca de Griñón,RETO095,RETOMadrID - Curso de uso básico de ordenador,false,false,false,3,1,0,00:03:51,00:04:37,2025-02-25 11:15:29.195000+01:00 CET Europe/Madrid,2025-02-25 11:20:06.262000+01:00 CET Europe/Madrid
18,C000 - Escuela Técnica de Ingenieros Informáticos (UPM) - Almacén,RETO000,RETOMadrID - Curso de uso básico de ordenador,false,false,false,31,0,1,,01:13:49,2024-12-04 12:05:50.814000+01:00 CET Europe/Madrid,2024-12-20 17:12:30.119000+01:00 CET Europe/Madrid
17,C001-Centro Cultural de Gascones,RETO001,RETOMadrID - Curso de uso básico de ordenador,false,false,false,136,8,25,00:29:32,00:41:08,2025-03-14 18:44:33.869000+01:00 CET Europe/Madrid,2025-03-14 19:25:41.948000+01:00 CET Europe/Madrid
14,C066 - Ayuntamiento de Villamanrique de Tajo,RETO066,RETOMadrID - Curso de uso básico de ordenador,true,true,true,602,68,71,05:13:42,07:54:12,2025-02-13 10:20:36.261000+01:00 CET Europe/Madrid,2025-03-11 13:17:11.216000+01:00 CET Europe/Madrid
prueba1,C035 - Centro de Lectura de Carabaña ,RETO035,RETOMadrID - Curso de uso básico de ordenador,false,false,false,50,2,1,00:12:51,01:00:59,2024-09-03 15:29:25.677000+02:00 CEST Europe/Madrid,2024-10-07 20:06:49.779000+02:00 CEST Europe/Madrid
9,C025 - Ayuntamiento de Alameda del Valle,RETO025,RETOMadrID - Curso de uso básico de ordenador,false,false,false,208,13,25,00:50:48,03:26:35,2024-11-12 16:59:25.278000+01:00 CET Europe/Madrid,2024-12-11 17:50:12.460000+01:00 CET Europe/Madrid
1,C024 - Centro de Mayores de Prádena del Rincón,RETO024,RETOMadrID - Curso de uso básico de ordenador,true,false,true,585,66,71,06:09:16,13:31:16,2024-11-13 17:40:43.476000+01:00 CET Europe/Madrid,2025-01-28 17:31:05.524000+01:00 CET Europe/Madrid
3,C083 - Biblioteca Municipal de Valdilecha,RETO083,RETOMadrID - Curso de uso básico de ordenador,true,false,false,845,46,71,04:58:17,08:42:37,2025-01-13 17:27:37.522000+01:00 CET Europe/Madrid,2025-01-28 18:38:51.371000+01:00 CET Europe/Madrid
4,C033 - Centro de cultura de El Espartal,RETO033,RETOMadrID - Curso de uso básico de ordenador,true,false,true,712,66,71,07:39:03,14:04:18,2024-07-16 19:28:51.563000+02:00 CEST Europe/Madrid,2024-09-04 17:06:21.006000+02:00 CEST Europe/Madrid
36,C091 - Centro de Mayores Antonio Machado de Humanes de Madrid,RETO091,RETOMadrID - Curso de uso básico de ordenador,false,false,false,220,9,25,00:49:11,01:51:31,2025-02-20 11:59:54.216000+01:00 CET Europe/Madrid,2025-02-21 10:46:31.196000+01:00 CET Europe/Madrid
8,C061 - Casa de la Cultura de Morata de Tajuña,RETO061,RETOMadrID - Curso de uso básico de ordenador,true,true,true,834,68,41,07:58:35,12:48:40,2025-02-01 17:30:34.232000+01:00 CET Europe/Madrid,2025-03-02 18:04:41.821000+01:00 CET Europe/Madrid
12,C103 - Centro Cívico Francisco Rabal de Casarrubuelos,RETO103,RETOMadrID - Curso de uso básico de ordenador,false,false,false,135,11,25,00:31:27,00:42:48,2025-03-13 13:13:23.986000+01:00 CET Europe/Madrid,2025-03-13 13:56:11.028000+01:00 CET Europe/Madrid
1,C001-Centro Cultural de Gascones,RETO001,RETOMadrID - Curso de uso básico de ordenador,false,false,false,338,3,66,00:37:51,00:52:38,2024-11-08 13:56:44.068000+01:00 CET Europe/Madrid,2024-11-08 14:49:22.031000+01:00 CET Europe/Madrid
9,C051 - Centro de Día Venecia de Camarma de Esteruelas,RETO051,RETOMadrID - Curso de uso básico de ordenador,false,false,false,118,13,24,00:46:33,01:19:21,2025-02-07 12:01:35.337000+01:00 CET Europe/Madrid,2025-03-11 12:41:34.807000+01:00 CET Europe/Madrid
2,C060 - Centro Polivalente Gargantilla de Lozoya,RETO060,RETOMadrID - Curso de uso básico de ordenador,true,false,true,749,66,71,05:18:55,08:55:26,2024-11-07 12:01:55.325000+01:00 CET Europe/Madrid,2025-02-14 11:55:15.804000+01:00 CET Europe/Madrid
